year,donor_name,recipient_name,usd_disbursement,usd_disbursement_deflated
2020,EU Institutions,Somalia,3.286213,3.244286
2020,EU Institutions,Guinea,0.11396,0.112506
2020,EU Institutions,Georgia,0.045584,0.045002
2020,EU Institutions,Türkiye,2.012814,1.987133
2020,EU Institutions,Namibia,0.121322,0.119774
2020,EU Institutions,Morocco,83.886051,82.815798
2020,EU Institutions,Mongolia,0.537801,0.530939
2020,EU Institutions,Jamaica,0.093504,0.092311
2020,EU Institutions,Argentina,0.571271,0.563982
2020,EU Institutions,Belarus,0.009117,0.009
2020,EU Institutions,Guinea-Bissau,0.114256,0.112799
2020,EU Institutions,Azerbaijan,0.014006,0.013827
2020,EU Institutions,Lebanon,0.438518,0.432924
2020,EU Institutions,Eritrea,0.323168,0.319045
2020,EU Institutions,Senegal,0.484376,0.478196
2020,EU Institutions,Cambodia,1.596407,1.57604
2020,EU Institutions,Ukraine,0.054701,0.054003
2020,EU Institutions,Nigeria,2.388992,2.358512
2020,EU Institutions,Sudan,0,0
2020,EU Institutions,Cuba,0.738462,0.72904
2020,EU Institutions,"Asia, regional",0.234678,0.231684
2020,EU Institutions,Viet Nam,0.066116,0.065273
2020,EU Institutions,Iraq,0,0
2020,EU Institutions,Iran,0.210405,0.20772
2020,EU Institutions,Tunisia,30.769231,30.376664
2020,EU Institutions,Sierra Leone,5.333333,5.265288
2020,EU Institutions,Kenya,4.094738,4.042496
2020,EU Institutions,Cameroon,0.123624,0.122047
2020,EU Institutions,Mozambique,20.033117,19.777525
2020,Croatia,Serbia,0.009677,0.009947
2020,Croatia,Bosnia and Herzegovina,0.024193,0.024867
2020,EU Institutions,Thailand,0.119556,0.11803
2020,EU Institutions,Nicaragua,0.243951,0.240839
2020,Croatia,Kosovo,0.037801,0.038856
2020,Croatia,Venezuela,0.00121,0.001243
2020,Global Environment Facility,Chad,1.97895,2.034147
2020,Global Environment Facility,Senegal,0.715598,0.735557
2020,Inter-American Development Bank,El Salvador,3.771487,3.876682
2020,Inter-American Development Bank,Colombia,300.095085,308.465316
2020,Inter-American Development Bank,Mexico,0.238535,0.245189
2020,Inter-American Development Bank,Honduras,18.375039,18.887556
2020,Inter-American Development Bank,"America, regional",1.079166,1.109264
2020,Inter-American Development Bank,Peru,0,0
2020,Inter-American Development Bank,Panama,16.40256,16.860059
2020,Inter-American Development Bank,Ecuador,0.16767,0.172347
2020,Inter-American Development Bank,Suriname,0,0
2020,Inter-American Development Bank,Paraguay,0.081461,0.083733
2020,Inter-American Development Bank,Argentina,395.242338,406.26641
2020,Inter-American Development Bank,Costa Rica,0.120171,0.123523
2020,Inter-American Development Bank,Brazil,9.848346,10.123035
2020,Inter-American Development Bank,Guatemala,0.087196,0.089628
2020,Inter-American Development Bank,Bolivia,433.048532,445.127091
2020,Inter-American Development Bank,Nicaragua,0.154471,0.158779
2020,Inter-American Development Bank,Dominican Republic,5.484694,5.637673
2020,Inter-American Development Bank,Jamaica,0.701088,0.720643
2020,Inter-American Development Bank,Venezuela,0.34211,0.351654
2020,Development Bank of Latin America,Brazil,0,0
2020,Inter-American Development Bank,Guyana,0,0
2020,Development Bank of Latin America,Argentina,0,0
2020,Inter-American Development Bank,Belize,12,12.334703
2020,Czechia,Moldova,1.366599,1.523554
2020,Czechia,Bosnia and Herzegovina,0.135105,0.150622
2020,Czechia,Georgia,0.166738,0.185888
2020,Czechia,Ethiopia,0.018216,0.020308
2020,Czechia,Peru,0.011681,0.013023
2020,Czechia,Iran,0.010599,0.011816
2020,Czechia,Brazil,0.017231,0.01921
2020,Czechia,Syrian Arab Republic,0.040192,0.044809
2020,Czechia,Honduras,0.008616,0.009606
2020,Czechia,Belarus,0.008464,0.009436
2020,Czechia,Ukraine,0.008616,0.009606
2020,Spain,Nicaragua,0.020513,0.020237
2020,Spain,Paraguay,0.010511,0.010369
2020,Spain,Guatemala,0.109307,0.107838
2020,Spain,West Bank and Gaza Strip,1.253571,1.236726
2020,Spain,Burundi,0.029516,0.029119
2020,Spain,Senegal,0.029516,0.029119
2020,Spain,Bolivia,0.01413,0.01394
2020,European Bank for Reconstruction and Development,Morocco,1.879142,1.931555
2020,Spain,Kenya,0.031339,0.030918
2020,European Bank for Reconstruction and Development,Egypt,12.094197,12.431528
2020,European Bank for Reconstruction and Development,Georgia,23.210745,23.858137
2020,Spain,Mexico,0.113479,0.111955
2020,Spain,Togo,0,0
2020,Spain,Peru,0.199292,0.196614
2020,Spain,Jordan,0.130598,0.128844
2020,Spain,Colombia,0.031857,0.03143
2020,Spain,El Salvador,0.391348,0.386089
2020,Spain,Honduras,0.02849,0.028107
2020,Spain,"Bilateral, unspecified",0.513743,0.50684
2020,Spain,Mauritania,0.058461,0.057675
2020,Spain,Panama,0.074074,0.073079
2020,Spain,Cuba,0.079772,0.0787
2020,Spain,Indonesia,0.005698,0.005621
2020,Spain,"America, regional",2.057603,2.029953
2020,Spain,Guinea-Bissau,0.000912,0.000899
2020,Spain,Burkina Faso,0,0
2020,Spain,Morocco,0.042564,0.041992
2020,Spain,Ecuador,0.004558,0.004497
2020,Spain,Brazil,0.000671,0.000662
2020,Spain,Haiti,0.712251,0.70268
2020,Luxembourg,Senegal,0.045714,0.046832
2020,Spain,Nigeria,0.014744,0.014546
2020,Spain,Benin,0.017094,0.016864
2020,Luxembourg,Nepal,0.09525,0.09758
2020,Luxembourg,Cambodia,0.166569,0.170645
2020,Luxembourg,Mali,0.064397,0.065972
2020,Luxembourg,Benin,0.033848,0.034676
2020,Luxembourg,Cabo Verde,0.03385,0.034678
2020,Luxembourg,Bolivia,0.111687,0.114419
2020,Luxembourg,Ghana,0.064511,0.06609
2020,Poland,Belarus,0.417617,0.424845
2020,Poland,Georgia,0.099728,0.101453
2020,Poland,Ukraine,0.300381,0.305579
2020,Poland,Tanzania,0.155258,0.157944
2020,Poland,Zambia,0.012,0.012208
2020,Denmark,Nepal,0.499285,0.51313
2020,Denmark,Lebanon,0.619077,0.636243
2020,Denmark,Uganda,0.830048,0.853065
2020,Denmark,"Western Africa, regional",11.076582,11.383731
2020,Denmark,Myanmar,0.318826,0.327667
2020,Denmark,Burkina Faso,2.602567,2.674735
2020,Denmark,Ghana,0.524431,0.538973
2020,Denmark,Niger,0.895707,0.920545
2020,Denmark,Lao People's Democratic Republic,0.475201,0.488379
2020,Denmark,Viet Nam,0.060367,0.062041
2020,Denmark,Somalia,2.292877,2.356457
2020,Denmark,Mali,0.61021,0.627131
2020,Denmark,Tanzania,0.647029,0.66497
2020,Denmark,Bangladesh,0.155194,0.159497
2020,Denmark,Mozambique,0.541666,0.556686
2020,Denmark,Cambodia,0.005769,0.005929
2020,Denmark,"Bilateral, unspecified",2.71168,2.786874
2020,Denmark,Kenya,0.022129,0.022742
2020,Canada,Haiti,1.465626,1.750717
2020,Australia,Eswatini,0.005891,0.006762
2020,Canada,"Bilateral, unspecified",0.105476,0.125994
2020,Canada,South Africa,0.094064,0.112362
2020,Canada,Cameroon,0.133998,0.160064
2020,Canada,Ethiopia,0.029583,0.035337
2020,Canada,Nigeria,0.015865,0.018952
2020,Canada,Uganda,0.187063,0.22345
2020,Canada,Burkina Faso,0.350708,0.418927
2020,Canada,Brazil,0.015865,0.018952
2020,Canada,"South America, regional",0.264265,0.315668
2020,Canada,China (People's Republic of),0.017849,0.021321
2020,Canada,"Caribbean, regional",0.006046,0.007223
2020,Canada,Jordan,1.870177,2.23396
2020,Canada,Ukraine,0,0
2020,United Kingdom,Ghana,7.535078,7.606507
2020,United Kingdom,"Bilateral, unspecified",23.882527,24.108922
2020,Canada,Peru,0.624895,0.746449
2020,France,Philippines,0.258934,0.249527
2020,France,Mauritius,341.929875,329.483802
2020,Canada,Colombia,0.023755,0.028376
2020,France,Senegal,3.593513,3.462718
2020,Canada,"Africa, regional",0.090121,0.107651
2020,Canada,Chad,0.0886,0.105834
2020,Italy,Kenya,0.313021,0.301248
2020,Canada,Tanzania,0.0096,0.011468
2020,France,Vanuatu,0.051782,0.049898
2020,Canada,Nicaragua,0.032887,0.039284
2020,France,Democratic Republic of the Congo,0.028282,0.027253
2020,Canada,Afghanistan,0.549028,0.655823
2020,Canada,Lao People's Democratic Republic,0.00381,0.004551
2020,Canada,Congo,0.002237,0.002672
2020,Canada,Mexico,0.294796,0.352139
2020,France,Thailand,0.065492,0.063105
2020,Canada,Sudan,0,0
2020,Canada,Morocco,0.001939,0.002316
2020,Canada,Democratic Republic of the Congo,0.29962,0.357901
2020,France,Guinea,0.04362,0.04203
2020,Canada,Guatemala,0.109141,0.130371
2020,Canada,Kenya,0.080327,0.095952
2020,Canada,Mali,0.228225,0.272619
2020,France,Argentina,0.017172,0.016546
2020,Canada,El Salvador,0.110215,0.131654
2020,Canada,"Middle East, regional",0.073733,0.088075
2020,Canada,Bangladesh,0.226298,0.270316
2020,Canada,Côte d'Ivoire,0.014283,0.017061
2020,Canada,Ecuador,0.169301,0.202234
2020,Canada,Benin,0.014721,0.017585
2020,Canada,Guyana,0.00381,0.004551
2020,Canada,Suriname,0.002286,0.00273
2020,Canada,Honduras,0.115804,0.13833
2020,United Kingdom,"Africa, regional",3.583132,3.617096
2020,Canada,Pakistan,0.087645,0.104694
2020,United Kingdom,Nepal,3.53183,3.56531
2020,Canada,Lebanon,0.194975,0.232901
2020,Canada,Costa Rica,0.001939,0.002316
2020,Canada,Senegal,0.108005,0.129013
2020,Canada,Bolivia,0.005638,0.006735
2020,Canada,Madagascar,0.001939,0.002316
2020,Canada,Zambia,0.001939,0.002316
2020,United Kingdom,Egypt,0.356317,0.359695
2020,Canada,Philippines,0.007772,0.009284
2020,Canada,Ghana,0.005943,0.007099
2020,United Kingdom,"Caribbean, regional",1.026036,1.035762
2020,Canada,Tunisia,0.121526,0.145165
2020,Australia,Nauru,0.00022,0.000252
2020,Australia,Nepal,0.033696,0.038681
2020,Canada,Indonesia,0.063376,0.075704
2020,Canada,Mozambique,0,0
2020,Canada,Togo,0.004682,0.005593
2020,Australia,Lao People's Democratic Republic,0.035847,0.04115
2020,Canada,Cambodia,0.004724,0.005643
2020,Canada,Viet Nam,0.006248,0.007464
2020,Australia,"Bilateral, unspecified",2.582738,2.964806
2020,Australia,Viet Nam,0.090412,0.103786
2020,Canada,Zimbabwe,0.024925,0.029774
2020,Netherlands,Sudan,7.099715,7.120365
2020,Slovak Republic,Bosnia and Herzegovina,0.01163,0.01181
2020,Canada,Botswana,0.003877,0.004631
2020,Canada,Myanmar,0.005029,0.006007
2020,Netherlands,Ghana,0.034256,0.034356
2020,Netherlands,Bangladesh,0.235397,0.236082
2020,Netherlands,"Bilateral, unspecified",7.977208,8.00041
2020,Netherlands,Suriname,0.560803,0.562434
2020,Netherlands,Mozambique,7.977208,8.00041
2020,Slovak Republic,Belarus,0.0114,0.011577
2020,Slovak Republic,Albania,0.01596,0.016208
2020,Slovak Republic,Cambodia,0,0
2020,Australia,Tanzania,0.025449,0.029213
2020,Australia,Timor-Leste,0.679996,0.78059
2020,Australia,Vanuatu,0.107006,0.122836
2020,Australia,Bhutan,0.01257,0.014428
2020,France,Viet Nam,0.044801,0.043173
2020,Australia,Bangladesh,2.325421,2.669424
2020,Australia,Marshall Islands,0.005805,0.006664
2020,Australia,Tuvalu,0.010264,0.011783
2020,Australia,Samoa,0.023905,0.027441
2020,Australia,Indonesia,8.196954,9.409545
2020,Australia,Kiribati,0.014672,0.016842
2020,Australia,Micronesia,0.027065,0.03107
2020,Australia,Myanmar,0.077544,0.089014
2020,Australia,Cambodia,0.571241,0.655745
2020,Australia,Solomon Islands,0.084835,0.097385
2020,Australia,Mongolia,0.09868,0.113277
2020,Australia,Fiji,0.085152,0.097748
2020,Australia,Tonga,0.031415,0.036062
2020,Australia,Philippines,0.165261,0.18971
2020,Australia,Lesotho,0.002774,0.003184
2020,Australia,Palau,0.005297,0.00608
2020,Australia,Sri Lanka,0.036653,0.042075
2020,Australia,Thailand,8e-06,9e-06
2020,Australia,Papua New Guinea,0.149245,0.171323
2020,Australia,South Africa,0.029335,0.033675
2020,United Kingdom,India,7.15127,7.219061
2020,New Zealand,Solomon Islands,2.980999,3.163341
2020,United Kingdom,Bangladesh,3.810496,3.84662
2020,United Kingdom,Saint Helena,4.715041,4.759738
2020,United Kingdom,Myanmar,1.622198,1.637576
2020,United Kingdom,Zambia,15.809282,15.959147
2020,United Kingdom,Rwanda,3.165932,3.195944
2020,United Kingdom,Liberia,0.081654,0.082428
2020,United Kingdom,Malawi,6.86214,6.927189
2020,United Kingdom,Montserrat,1.722086,1.738412
2020,United Kingdom,Ethiopia,37.144059,37.496168
2020,United Kingdom,Nigeria,0.740869,0.747892
2020,United Kingdom,Jordan,32.177248,32.482275
2020,United Kingdom,"Asia, regional",0.962362,0.971484
2020,United Kingdom,Mozambique,10.771636,10.873747
2020,United Kingdom,South Sudan,0.127151,0.128356
2020,United Kingdom,Syrian Arab Republic,7.309326,7.378615
2020,United Kingdom,Kenya,9.429013,9.518395
2020,United Kingdom,Pakistan,1.493721,1.507881
2020,United Kingdom,Yemen,64.12256,64.730414
2020,United Kingdom,Sudan,25.686912,25.930412
2020,United Kingdom,"South of Sahara, regional",0.12532,0.126508
2020,United Kingdom,Zimbabwe,0.923432,0.932186
2020,United Kingdom,Uganda,7.958656,8.0341
2020,United Kingdom,Ukraine,0.257395,0.259835
2020,United Kingdom,Somalia,0.123737,0.12491
2020,United Kingdom,Türkiye,2.637228,2.662228
2020,United Kingdom,"Oceania, regional",0.45046,0.454731
2020,United Kingdom,Tanzania,0.123681,0.124853
2020,United Kingdom,Lebanon,1.779531,1.7964
2020,United Kingdom,Sierra Leone,0.197239,0.199109
2020,United Kingdom,West Bank and Gaza Strip,1.282545,1.294703
2020,United Kingdom,"America, regional",0.272188,0.274768
2020,France,Côte d'Ivoire,0.039153,0.037728
2020,France,Cameroon,0.019536,0.018824
2020,France,Colombia,0.055644,0.053616
2020,France,India,228.035255,219.734895
2020,France,Tanzania,0.040476,0.039002
2020,France,Burkina Faso,0.010588,0.010203
2020,France,Kosovo,0.016681,0.016074
2020,France,Indonesia,0.045,0.04336
2020,France,West Bank and Gaza Strip,2.279202,2.19624
2020,France,Bangladesh,0.025674,0.024741
2020,France,Tunisia,0.057324,0.05524
2020,France,Cambodia,0.253296,0.24408
2020,France,Timor-Leste,0.048568,0.0468
2020,France,Chad,0.136287,0.131328
2020,France,Peru,0.113829,0.109683
2020,France,Congo,0.058856,0.056716
2020,France,Morocco,0.06082,0.058605
2020,France,Guatemala,0.042488,0.04094
2020,France,Ethiopia,0.01027,0.009896
2020,France,Lebanon,0.033579,0.032356
2020,France,Madagascar,0.387778,0.373658
2020,France,"Bilateral, unspecified",1.772081,1.707578
2020,France,Honduras,0.008911,0.008587
2020,France,South Africa,0.038505,0.037101
2020,France,Myanmar,0.022294,0.021482
2020,France,Wallis and Futuna,0.166644,0.160577
2020,France,Ecuador,0.023524,0.022666
2020,France,Niger,0.035146,0.033866
2020,France,Burundi,0.012577,0.012119
2020,France,Nepal,0.022794,0.021964
2020,France,Togo,3.431184,3.306291
2020,France,Haiti,0.012066,0.011628
2020,France,Mauritania,5.71082,5.502949
2020,France,Brazil,0.071981,0.069363
2020,France,Lesotho,0.03381,0.032578
2020,France,Central African Republic,0.003207,0.003091
2020,France,Bolivia,0.021546,0.02076
2020,France,Egypt,0.008049,0.007756
2020,France,Benin,0.01145,0.011033
2020,France,Rwanda,0.024216,0.023334
2020,France,Georgia,0.11396,0.109812
2020,France,Mozambique,0.015068,0.014519
2020,France,"Europe, regional",0.000456,0.000439
2020,France,Uganda,0.009812,0.009454
2020,France,Gabon,0.008808,0.008488
2020,France,Kenya,0.012116,0.011675
2020,Hungary,Ukraine,0.084417,0.085044
2020,Hungary,Ghana,0.097404,0.098128
2020,Hungary,Kenya,0.53572,0.539701
2020,Hungary,Indonesia,0.002922,0.002944
2020,Switzerland,Morocco,0.073269,0.074802
2020,Switzerland,Belarus,0.008253,0.008426
2020,Switzerland,Argentina,0.004792,0.004893
2020,Switzerland,Tanzania,2.133476,2.17811
2020,Switzerland,Colombia,0.108497,0.110766
2020,Switzerland,Haiti,1.654532,1.689148
2020,Switzerland,"Bilateral, unspecified",3.321427,3.390918
2020,Switzerland,North Macedonia,0.039144,0.039963
2020,Switzerland,Cambodia,0.106496,0.108724
2020,Switzerland,Egypt,0.000532,0.000544
2020,Switzerland,Ecuador,0.069659,0.071117
2020,Switzerland,"North of Sahara, regional",0.01065,0.010872
2020,Switzerland,Armenia,0.174112,0.177755
2020,Switzerland,Cuba,0.000799,0.000815
2020,Switzerland,"Africa, regional",0.160692,0.164054
2020,Switzerland,Türkiye,0.045729,0.046686
2020,Switzerland,Zambia,0.031949,0.032617
2020,Switzerland,El Salvador,0.042599,0.04349
2020,Switzerland,Sri Lanka,0.003195,0.003262
2020,Switzerland,Madagascar,0.01491,0.015221
2020,Switzerland,Moldova,0.16638,0.16986
2020,Switzerland,Bolivia,0.00213,0.002174
2020,Switzerland,Georgia,0.086705,0.088519
2020,Switzerland,Peru,0.005431,0.005545
2020,Switzerland,India,0.005112,0.005219
2020,Switzerland,Nepal,0.1672,0.170697
2020,Switzerland,Kenya,0.021512,0.021962
2020,Switzerland,Côte d'Ivoire,0.028089,0.028677
2020,Switzerland,"South of Sahara, regional",0.479233,0.489259
2020,Switzerland,Lao People's Democratic Republic,0.031949,0.032617
2020,Switzerland,Nicaragua,0.001065,0.001087
2020,Switzerland,Ghana,0.481115,0.491181
2020,Switzerland,Jordan,0.798722,0.815432
2020,Switzerland,Mali,0.000749,0.000764
2020,Switzerland,West Bank and Gaza Strip,0.062833,0.064147
2020,Switzerland,Zimbabwe,0.692226,0.706708
2020,Switzerland,Honduras,0.001065,0.001087
2020,Switzerland,South Sudan,0.123536,0.12612
2020,Switzerland,Togo,0.01065,0.010872
2020,Belgium,Senegal,1.139601,1.148916
2020,Belgium,"Far East Asia, regional",0.338481,0.341248
2020,Belgium,Philippines,0.103028,0.10387
2020,Belgium,Democratic Republic of the Congo,0.193574,0.195156
2020,Belgium,Burkina Faso,1.246921,1.257113
2020,Belgium,Benin,0.085184,0.08588
2020,Belgium,Burundi,0.111532,0.112443
2020,Belgium,West Bank and Gaza Strip,0.633787,0.638968
2020,Italy,Jordan,0.292281,0.281289
2020,Italy,Lebanon,0.945023,0.909484
2020,Italy,Nicaragua,0.002683,0.002582
2020,Italy,Burkina Faso,0.317999,0.306038
2020,Italy,Tunisia,0.410433,0.394998
2020,Italy,Democratic Republic of the Congo,1.056822,1.017078
2020,Italy,Côte d'Ivoire,0.052119,0.050158
2020,Italy,Argentina,0.198548,0.19108
2020,Italy,Brazil,2.25904,2.174082
2020,Italy,Tanzania,0.525642,0.505873
2020,Italy,Kazakhstan,0.022756,0.0219
2020,Italy,Niger,0.061577,0.059262
2020,Italy,Ethiopia,0.385866,0.371355
2020,Italy,Madagascar,0.529782,0.509859
2020,Italy,Liberia,0.023362,0.022483
2020,Italy,West Bank and Gaza Strip,0.345513,0.33252
2020,Italy,Cabo Verde,0.021258,0.020459
2020,Italy,"South America, regional",0.760638,0.732032
2020,Italy,India,0.797823,0.76782
2020,Italy,Algeria,0.007099,0.006832
2020,Italy,Armenia,0.037409,0.036001
2020,Italy,Colombia,1.758695,1.692555
2020,Italy,Bolivia,0.097506,0.093839
2020,Italy,Senegal,0.47828,0.460292
2020,Italy,Djibouti,0.006212,0.005979
2020,Italy,Sudan,0.252402,0.242911
2020,Italy,Indonesia,0.304013,0.29258
2020,Italy,Ghana,0.012699,0.012222
2020,Italy,"South of Sahara, regional",0.256187,0.246554
2020,Italy,Peru,0.046897,0.045133
2020,Italy,Myanmar,0.090695,0.087284
2020,Italy,Georgia,0.026295,0.025306
2020,Italy,Rwanda,0.289616,0.278724
2020,Italy,Philippines,0.122303,0.117704
2020,Italy,El Salvador,0.100936,0.09714
2020,Italy,Uganda,0.054502,0.052451
2020,Italy,Syrian Arab Republic,0.636075,0.612154
2020,Italy,Malawi,0.005698,0.005484
2020,Italy,Egypt,0.116615,0.112229
2020,Italy,Afghanistan,0.147117,0.141584
2020,Italy,Angola,0.068376,0.065805
2020,Italy,Cameroon,0.242581,0.233458
2020,Italy,Albania,0.49498,0.476366
2020,Italy,Bosnia and Herzegovina,0.121446,0.11688
2020,Italy,Cuba,0.127327,0.122539
2020,Italy,Zambia,0.162045,0.155951
2020,Italy,Lesotho,0,0
2020,Italy,Nepal,0.141361,0.136045
2020,Italy,Mexico,0.142293,0.136943
2020,Italy,States Ex-Yugoslavia unspecified,0,0
2020,Italy,South Africa,0.054353,0.052309
2020,Italy,Ukraine,0.043989,0.042334
2020,Italy,"North of Sahara, regional",0,0
2020,Italy,Guinea,0.050598,0.048695
2020,Italy,Cambodia,0.022792,0.021935
2020,Italy,Pakistan,0.299085,0.287837
2020,Italy,"Africa, regional",0.099929,0.096171
2020,Italy,Serbia,0.056172,0.054059
2020,Italy,Montenegro,0.080684,0.077649
2020,Italy,Paraguay,0.133151,0.128143
2020,Italy,Türkiye,0.007977,0.007677
2020,Italy,Honduras,0.033377,0.032121
2020,Italy,Kosovo,0.002222,0.002138
2020,Italy,Chad,0.01255,0.012078
2020,Italy,Mozambique,0.305384,0.2939
2020,Italy,"Middle East, regional",0.108439,0.104361
2020,Italy,Ecuador,0,0
2020,Italy,Central African Republic,0.053777,0.051754
2020,Italy,Eswatini,0,0
2020,Italy,Togo,0,0
2020,Italy,Belarus,0,0
2020,Italy,Mauritania,0.023077,0.022209
2020,Italy,Sri Lanka,0,0
2020,Italy,Benin,0.044444,0.042773
2020,Italy,Libya,1.794872,1.727372
2020,Italy,Congo,0.005037,0.004848
2020,Italy,Iran,0.058733,0.056524
2020,Italy,Thailand,0.029401,0.028295
2020,Portugal,Cabo Verde,0.053292,0.052618
2020,Portugal,Timor-Leste,0.048113,0.047504
2020,Portugal,Angola,0.003519,0.003475
2020,Portugal,"South of Sahara, regional",1.641364,1.620603
2020,Portugal,"Bilateral, unspecified",0.02735,0.027005
2020,Portugal,"Middle East, regional",0.02849,0.02813
2020,Portugal,El Salvador,0.006084,0.006007
2020,Korea,Nepal,0.248345,0.23619
2020,Korea,Bolivia,0.189569,0.180291
2020,Korea,Mongolia,0.543428,0.516831
2020,Korea,Bangladesh,0.212299,0.201909
2020,Korea,Lao People's Democratic Republic,0,0
2020,Korea,Viet Nam,1.51922,1.444864
2020,Korea,Ecuador,0.292039,0.277746
2020,Korea,Honduras,0.174199,0.165673
2020,Korea,Jordan,0.327783,0.31174
2020,Korea,Central African Republic,1.743081,1.657769
2020,Korea,Senegal,0.046111,0.043854
2020,Korea,Haiti,0,0
2020,Korea,Tanzania,0.10247,0.097455
2020,Korea,Cameroon,0.056358,0.0536
2020,Korea,Tunisia,0.030741,0.029236
2020,Korea,Rwanda,0.275716,0.262221
2020,Korea,Malaysia,0.058252,0.055401
2020,Korea,Indonesia,0.088993,0.084637
2020,Korea,Morocco,0.163952,0.155928
2020,Korea,Kenya,0.204351,0.194349
2020,Korea,India,0.058252,0.055401
2020,Korea,Philippines,0.387944,0.368957
2020,Korea,Cambodia,0.237008,0.225408
2020,Korea,Malawi,0.111523,0.106065
2020,Korea,Uganda,0.122964,0.116946
2020,Korea,Paraguay,1.551798,1.475848
2020,Korea,Iran,1,0.951057
2020,Korea,"Bilateral, unspecified",0.60163,0.572184
2020,Korea,Myanmar,0.040988,0.038982
2020,Korea,Pakistan,0.058253,0.055402
2020,Korea,Ethiopia,0.122964,0.116946
2020,Korea,Dominican Republic,0.056358,0.0536
2020,Korea,Colombia,0.030741,0.029236
2020,Korea,Madagascar,0.037174,0.035355
2020,Korea,Afghanistan,1,0.951057
2020,Korea,Peru,0.087099,0.082836
2020,United States,Zambia,1.327252,1.48584
2020,United States,Cameroon,0.725215,0.811868
2020,United States,Cabo Verde,5.8e-05,6.5e-05
2020,United States,Mali,0.050556,0.056597
2020,United States,Colombia,13.69555,15.331976
2020,United States,Gambia,0.554598,0.620866
2020,United States,"Caribbean, regional",6.675903,7.473579
2020,United States,Brazil,0.203491,0.227805
2020,United States,Honduras,0.227398,0.254568
2020,United States,El Salvador,0.160767,0.179976
2020,United States,Zimbabwe,0.694311,0.777271
2020,United States,Egypt,1.547353,1.73224
2020,United States,Guatemala,0.857574,0.960043
2020,United States,"Bilateral, unspecified",29.959515,33.539254
2020,United States,Armenia,0.587036,0.657179
2020,United States,Uganda,1.147385,1.284482
2020,United States,Malawi,3.273732,3.664896
2020,United States,Haiti,0.305743,0.342274
2020,United States,Madagascar,0.544271,0.609305
2020,United States,Argentina,0.0434,0.048586
2020,United States,Ethiopia,0.604349,0.67656
2020,United States,Georgia,1.676084,1.876352
2020,United States,Jordan,9.830087,11.004643
2020,United States,Sudan,0.041784,0.046777
2020,United States,Yemen,3.99028,4.467063
2020,United States,"America, regional",0.0546,0.061124
2020,United States,Lao People's Democratic Republic,2.277888,2.550065
2020,United States,Benin,0.924499,1.034963
2020,United States,Paraguay,0.744925,0.833933
2020,United States,Pakistan,0.928999,1.040001
2020,United States,Sierra Leone,0.392001,0.438839
2020,United States,Tanzania,0.229766,0.25722
2020,United States,Liberia,1.25315,1.402883
2020,United States,Dominican Republic,0.356518,0.399116
2020,United States,Ecuador,0.033333,0.037316
2020,United States,Eswatini,0.014256,0.015958
2020,United States,Togo,0.364166,0.40768
2020,United States,Panama,0.611506,0.684573
2020,United States,Senegal,0.945429,1.058395
2020,United States,West Bank and Gaza Strip,3.398597,3.804681
2020,United States,Democratic Republic of the Congo,1.393429,1.559924
2020,United States,Viet Nam,6.84068,7.658045
2020,United States,Rwanda,0.159907,0.179014
2020,United States,Ghana,2.771261,3.102387
2020,United States,Bosnia and Herzegovina,0.399654,0.447407
2020,United States,Serbia,0.131675,0.147408
2020,United States,Afghanistan,11.703121,13.101479
2020,United States,Nepal,1.968446,2.203647
2020,United States,Guinea,0.115383,0.12917
2020,United States,Burkina Faso,0,0
2020,United States,Indonesia,0.117794,0.131869
2020,United States,Sri Lanka,0.325974,0.364923
2020,United States,Peru,0.200368,0.224309
2020,United States,Belarus,0.095025,0.106379
2020,United States,Moldova,0.073044,0.081772
2020,United States,India,1.23319,1.38054
2020,United States,Kenya,0,0
2020,United States,Jamaica,0.025287,0.028309
2020,United States,South Africa,0.858296,0.96085
2020,United States,Nicaragua,0.596935,0.66826
2020,United States,Bangladesh,0.240653,0.269408
2020,United States,Bolivia,0.057618,0.064503
2020,International Bank for Reconstruction and Development,Papua New Guinea,0,0
2020,International Bank for Reconstruction and Development,Brazil,12.647913,13.000688
2020,United States,Cambodia,0.078062,0.087389
2020,United States,China (People's Republic of),1.235445,1.383063
2020,United States,Mexico,0.084226,0.09429
2020,International Bank for Reconstruction and Development,Belarus,0,0
2020,International Development Association,Uganda,61.867685,63.593294
2020,International Bank for Reconstruction and Development,Grenada,0,0
2020,International Development Association,Moldova,7.56681,7.777863
2020,United States,"South of Sahara, regional",0,0
2020,Germany,Burundi,0.260405,0.260602
2020,Germany,Philippines,0.13607,0.136172
2020,Germany,South Africa,1.452688,1.453785
2020,Germany,Malawi,22.67209,22.689205
2020,Germany,"Asia, regional",1.695657,1.696937
2020,Germany,"Caribbean & Central America, regional",1.181538,1.18243
2020,Germany,Kyrgyzstan,1.788904,1.790254
2020,Germany,"America, regional",2.08861,2.090188
2020,Germany,Democratic Republic of the Congo,0.425613,0.425933
2020,Germany,Indonesia,1.350284,1.351305
2020,Germany,South Sudan,0.006934,0.00694
2020,Germany,"South of Sahara, regional",153.856522,153.972672
2020,Germany,Kosovo,0.476917,0.477278
2020,Germany,Cameroon,0.171636,0.171765
2020,Germany,India,291.101549,291.321304
2020,Germany,Egypt,0.551753,0.552168
2020,Germany,Albania,0.091168,0.091237
