year,channel_name,recipient_name,usd_disbursement,usd_disbursement_deflated
2020,Developing country-based NGO,Ghana,0.240693,0.239245
2020,Private sector in provider country,West Bank and Gaza Strip,0.233185,0.230209
2020,Developing country-based NGO,"Europe, regional",0.634929,0.626828
2020,Developing country-based NGO,Malawi,0.689715,0.680915
2020,Other public entities in donor country,Malawi,15.907841,15.704881
2020,Developing country-based NGO,Guinea-Bissau,0.114256,0.112799
2020,Private Sector Institutions,Azerbaijan,0.014006,0.013827
2020,Central Government,Kyrgyzstan,18.982757,18.740568
2020,Third Country Government (Delegated co-operation),"Bilateral, unspecified",3.342683,3.310907
2020,"University, college or other teaching institution, research institute or think-tank",Eswatini,0.151624,0.149689
2020,Developing country-based NGO,Eritrea,0.323168,0.319045
2020,Private sector in provider country,Bosnia and Herzegovina,0,0
2020,International NGO,Cambodia,0.328875,0.324679
2020,Other public entities in donor country,Sudan,0,0
2020,International NGO,Cuba,0.738462,0.72904
2020,Other public entities in donor country,"Europe, regional",0,0
2020,Donor country-based NGO,Bangladesh,0.891603,0.887021
2020,Other public entities in donor country,China (People's Republic of),0.050735,0.050088
2020,Private Sector Institutions,West Bank and Gaza Strip,0.146974,0.145099
2020,International NGO,"Asia, regional",0.234678,0.231684
2020,Central Government,Eswatini,0.889652,0.880185
2020,International NGO,Mongolia,0.164433,0.162335
2020,"United Nations Educational, Scientific and Cultural Organisation",Iraq,0,0
2020,Developing country-based NGO,Iran,0.269138,0.264244
2020,Developing country-based NGO,Armenia,0.103053,0.100893
2020,International Bank for Reconstruction and Development,Sierra Leone,5.333333,5.265288
2020,International NGO,Kenya,4.344738,4.322367
2020,Central Government,Mozambique,19.94302,19.688578
2020,Donor Government,Serbia,0.009677,0.009947
2020,Private sector in third country,West Bank and Gaza Strip,0.013846,0.013669
2020,Donor Government,Bosnia and Herzegovina,0.024193,0.024867
2020,Multilateral Organisations,Georgia,0,0
2020,United Nations Development Programme,Serbia,0.455487,0.449676
2020,International Development Association,Sudan,0,0
2020,Private sector in provider country,Nigeria,0.033835,0.033403
2020,International NGO,Somalia,1.595236,1.574884
2020,"",Jordan,21.260575,21.25112
2020,Developing country-based NGO,Mozambique,0.395481,0.382847
2020,Developing country-based NGO,Nicaragua,0.25831,0.255005
2020,Donor Government,Kosovo,0.037801,0.038856
2020,Donor Government,Venezuela,0.00121,0.001243
2020,"",El Salvador,0,0
2020,Central Government,Colombia,300.452731,308.874405
2020,Central Government,Mexico,0,0
2020,Central Government,Honduras,18.305,18.815563
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Peru,0,0
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Colombia,0.095085,0.097737
2020,Central Government,Panama,16.914401,17.441434
2020,Central Government,Ecuador,0.16767,0.172347
2020,Central Government,El Salvador,3.690077,3.793001
2020,"",Suriname,0,0
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Panama,0.12741,0.130964
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Argentina,0.009057,0.009309
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Costa Rica,0.040371,0.041497
2020,"",Costa Rica,0.0798,0.082026
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Brazil,0,0
2020,Central Government,Brazil,9.793403,10.06656
2020,Central Government,Guatemala,0.504095,0.564328
2020,"",Bolivia,0,0
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Nicaragua,0.154471,0.158779
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Honduras,0.070039,0.071993
2020,"",Ecuador,0,0
2020,Central Government,Dominican Republic,5.578754,5.745336
2020,Central Government,Argentina,395.233281,406.257101
2020,"",Mexico,0.238535,0.245189
2020,Central Government,Bolivia,433.033415,445.111552
2020,Central Government,Jamaica,0,0
2020,"","America, regional",0,0
2020,"",Colombia,0,0
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Dominican Republic,0.025813,0.026533
2020,Central Government,Nicaragua,0,0
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Guatemala,0.087196,0.089628
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",El Salvador,0.08141,0.083681
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Venezuela,0.34211,0.351654
2020,"",Jamaica,0.701088,0.720643
2020,"",Brazil,0.054943,0.056475
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Paraguay,0.081461,0.083733
2020,Local Government,Brazil,0,0
2020,"",Honduras,0,0
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Bolivia,0.015117,0.015539
2020,"",Argentina,0,0
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Mexico,0,0
2020,"",Guyana,0,0
2020,Central Government,Guyana,0,0
2020,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Guyana,0,0
2020,Central Government,Peru,0,0
2020,Central Government,Belize,12,12.334703
2020,"",Nicaragua,0,0
2020,Non-Governmental Organisation (NGO) and Civil Society,Ethiopia,0.018216,0.020308
2020,Non-Governmental Organisation (NGO) and Civil Society,Georgia,0.018259,0.020356
2020,Non-Governmental Organisation (NGO) and Civil Society,Peru,0.011681,0.013023
2020,Non-Governmental Organisation (NGO) and Civil Society,Iran,0.010599,0.011816
2020,Non-Governmental Organisation (NGO) and Civil Society,Brazil,0.017231,0.01921
2020,Non-Governmental Organisation (NGO) and Civil Society,Syrian Arab Republic,0.040192,0.044809
2020,Non-Governmental Organisation (NGO) and Civil Society,Honduras,0.008616,0.009606
2020,Non-Governmental Organisation (NGO) and Civil Society,Belarus,0.008464,0.009436
2020,Other public entities in recipient country,Ukraine,0.008616,0.009606
2020,Donor country-based NGO,Paraguay,0.010511,0.010369
2020,Private sector in recipient country,Morocco,1.879142,1.931555
2020,Private sector in recipient country,Egypt,12.094197,12.431528
2020,Private sector in recipient country,Georgia,23.445495,24.120936
2020,"University, college or other teaching institution, research institute or think-tank",Mexico,0.010623,0.010481
2020,Donor country-based NGO,El Salvador,0.639935,0.676047
2020,Other multilateral institutions,"Bilateral, unspecified",0.023573,0.023635
2020,Donor country-based NGO,Mauritania,0.094352,0.092232
2020,Public-Private Partnerships (PPP),Panama,0.074074,0.073079
2020,Donor Government,Cuba,0.079772,0.0787
2020,"University, college or other teaching institution, research institute or think-tank",Bolivia,0,0
2020,Other multilateral institutions,"America, regional",1.641364,1.619307
2020,"University, college or other teaching institution, research institute or think-tank",Guinea-Bissau,0.000912,0.000899
2020,Donor Government,"America, regional",0.017379,0.017145
2020,Other public entities in recipient country,El Salvador,0.2849,0.281072
2020,"University, college or other teaching institution, research institute or think-tank",Ecuador,0.004558,0.004497
2020,"Holding companies, trusts and Special Purpose Vehicles",Georgia,0,0
2020,Donor country-based NGO,Mali,0.675356,0.693867
2020,Donor country-based NGO,Benin,0.933345,1.024506
2020,Donor country-based NGO,Cabo Verde,0.085687,0.085859
2020,Central Government,Tanzania,0.241606,0.269264
2020,Central Government,Belarus,0.061539,0.062604
2020,Donor country-based NGO,"Western Africa, regional",4.962244,5.099845
2020,Donor country-based NGO,Niger,0.954989,0.977639
2020,International Bank for Reconstruction and Development,"Western Africa, regional",6.114338,6.283886
2020,European Union Institutions,Somalia,2.292877,2.356457
2020,International Organisation for Migration,Haiti,0.002779,0.00332
2020,Other,Eswatini,0.005891,0.006762
2020,"University, college or other teaching institution, research institute or think-tank",South Africa,0.00999,0.011934
2020,"University, college or other teaching institution, research institute or think-tank",Cameroon,0.128123,0.153046
2020,Private sector in recipient country,Ethiopia,0.001484,0.001772
2020,"University, college or other teaching institution, research institute or think-tank",Ethiopia,0.011243,0.01343
2020,"University, college or other teaching institution, research institute or think-tank",Nigeria,0.00999,0.011934
2020,Private sector in recipient country,Uganda,0.001506,0.001797
2020,Private sector in recipient country,"South America, regional",0.001484,0.001772
2020,"University, college or other teaching institution, research institute or think-tank","South America, regional",0.011252,0.01344
2020,"University, college or other teaching institution, research institute or think-tank","Caribbean, regional",0.002937,0.003509
2020,"University, college or other teaching institution, research institute or think-tank",Ghana,0.204919,0.206624
2020,Recipient Government,"South America, regional",0.001625,0.001942
2020,International Bank for Reconstruction and Development,Ghana,5.130178,5.17881
2020,"University, college or other teaching institution, research institute or think-tank",Burkina Faso,0.099843,0.119264
2020,United Nations Entity for Gender Equality and the Empowerment of Women,Jordan,1.789442,2.137521
2020,Central Government,Mauritius,341.880342,329.436072
2020,"University, college or other teaching institution, research institute or think-tank",Colombia,0.00999,0.011934
2020,Donor Government,"Africa, regional",0,0
2020,"University, college or other teaching institution, research institute or think-tank",Chad,0.0886,0.105834
2020,Private sector in recipient country,Nigeria,0.00132,0.001576
2020,World Food Programme,Tanzania,0,0
2020,Donor country-based NGO,Vanuatu,0.051782,0.049898
2020,Local Government,Democratic Republic of the Congo,0.015271,0.014715
2020,Donor country-based NGO,Congo,0.06613,0.064236
2020,African Union (excluding peacekeeping facilities),"Africa, regional",0.07456,0.089063
2020,International Bank for Reconstruction and Development,Sudan,27.808193,28.02515
2020,International NGO,Morocco,0.058169,0.059722
2020,International NGO,Democratic Republic of the Congo,0.003877,0.004631
2020,United Nations Development Programme,Ethiopia,0,0
2020,Donor country-based NGO,Guinea,0.094218,0.090725
2020,International NGO,Mali,0.278781,0.329216
2020,Donor country-based NGO,Argentina,0.373672,0.369857
2020,Developing country-based NGO,El Salvador,0.001074,0.001283
2020,Developing country-based NGO,"Middle East, regional",0.073733,0.088075
2020,Developing country-based NGO,Bangladesh,4.951954,5.352382
2020,Developing country-based NGO,Cameroon,0.150791,0.145842
2020,Private sector in recipient country,Burkina Faso,0.001484,0.001772
2020,Donor country-based NGO,Côte d'Ivoire,0.104195,0.104833
2020,Donor country-based NGO,Guyana,0.00381,0.004551
2020,Donor country-based NGO,Suriname,0.002286,0.00273
2020,Other financial corporations,"Africa, regional",0.284644,0.287342
2020,Developing country-based NGO,Pakistan,0.38673,0.392531
2020,Developing country-based NGO,Ecuador,0.122487,0.146313
2020,International NGO,Côte d'Ivoire,0.001939,0.002316
2020,International NGO,Costa Rica,0.001939,0.002316
2020,International NGO,Peru,0.001939,0.002316
2020,International NGO,Madagascar,0.001939,0.002316
2020,International NGO,Zambia,0.001939,0.002316
2020,International NGO,Honduras,0.001939,0.002316
2020,"University, college or other teaching institution, research institute or think-tank",Bangladesh,0.128027,0.13896
2020,World Food Programme,"Caribbean, regional",1.026036,1.035762
2020,International NGO,Colombia,0.001939,0.002316
2020,International NGO,Tunisia,0.001939,0.002316
2020,Developing country-based NGO,Nigeria,0.003109,0.003714
2020,Private sector in recipient country,Cameroon,0.010089,0.011393
2020,Private sector in recipient country,South Africa,0.00132,0.001576
2020,Private sector in recipient country,Colombia,0.00573,0.006513
2020,Private sector in recipient country,China (People's Republic of),0.001484,0.001772
2020,Other,Nauru,0.00022,0.000252
2020,Private sector in third country,Lebanon,0.191687,0.228973
2020,Developing country-based NGO,Burkina Faso,0.192895,0.215464
2020,Donor country-based NGO,Democratic Republic of the Congo,2.36333,2.587203
2020,International NGO,Togo,0.001939,0.002316
2020,Private sector in third country,Tunisia,0.090904,0.108586
2020,International NGO,Botswana,0.003877,0.004631
2020,International NGO,Senegal,0.003877,0.004631
2020,Third Country Government (Delegated co-operation),Bangladesh,0.235397,0.236082
2020,Central Government,Suriname,0.560803,0.562434
2020,World Bank Group (WB),Mozambique,7.977208,8.00041
2020,Other,Marshall Islands,0.005805,0.006664
2020,Other,Tuvalu,0.010264,0.011783
2020,Developing country-based NGO,Mongolia,0.06192,0.071079
2020,Other,Lesotho,0.002774,0.003184
2020,Other,Palau,0.005297,0.00608
2020,Other,Papua New Guinea,0.149245,0.171323
2020,"",India,5.949574,6.005973
2020,Private sector in recipient country,Solomon Islands,2.980999,3.163341
2020,Other,Saint Helena,0,0
2020,Private Infrastructure Development Group,"Africa, regional",0.774689,0.782033
2020,"",Myanmar,1.603181,1.618379
2020,World Bank Group (WB),Zambia,0.513018,0.517881
2020,Other non-financial corporations,Rwanda,0.313527,0.3165
2020,International Institute for Environment and Development,India,0.227675,0.229833
2020,Other non-financial corporations,Liberia,0.081654,0.082428
2020,"United Nations Department of Political and Peacebuilding Affairs, Trust Fund in Support of Political Affairs",Malawi,5.179056,5.22815
2020,Central Government,Montserrat,0.077575,0.078311
2020,Other non-financial corporations,Ethiopia,1.105839,1.116322
2020,Other non-financial corporations,"Bilateral, unspecified",1.777753,1.794605
2020,United Nations Economic Commission for Europe (extrabudgetary contributions only),"Africa, regional",0.161486,0.163016
2020,Other non-financial corporations,Nepal,0.063379,0.063979
2020,United Nations Children's Fund,"Asia, regional",0.480954,0.485513
2020,Other non-financial corporations,India,0.014525,0.014663
2020,"University, college or other teaching institution, research institute or think-tank",South Sudan,0.127151,0.128356
2020,International Committee of the Red Cross,Syrian Arab Republic,7.18225,7.250334
2020,Recipient Government,Saint Helena,4.715041,4.759738
2020,Other non-financial corporations,Nigeria,0,0
2020,Other non-financial corporations,Ghana,1.826908,1.849731
2020,Other non-financial corporations,Kenya,0.260494,0.262963
2020,Other non-financial corporations,Myanmar,0.002474,0.002497
2020,International Committee of the Red Cross,Ethiopia,0.126972,0.128175
2020,Private Infrastructure Development Group,"Bilateral, unspecified",4.202205,4.24204
2020,International Bank for Reconstruction and Development,Nigeria,0.221805,0.223908
2020,Other,Yemen,7.695267,7.768215
2020,Private Infrastructure Development Group,"Asia, regional",0.225151,0.227285
2020,"",Nepal,0.705881,0.712573
2020,United Nations Development Programme,India,0.734898,0.741865
2020,United Nations Capital Development Fund,Nepal,0,0
2020,Developing country-based NGO,"Africa, regional",0.679749,0.686192
2020,Recipient Government,Montserrat,1.644511,1.660101
2020,United Nations Development Programme,Sudan,0.102604,0.103576
2020,Public-Private Partnerships (PPP),Yemen,16.668411,16.82642
2020,International NGO,"Africa, regional",0.072181,0.072865
2020,Other non-financial corporations,"South of Sahara, regional",0.12532,0.126508
2020,"University, college or other teaching institution, research institute or think-tank","Asia, regional",0.256257,0.258686
2020,Banks (deposit taking corporations),Uganda,7.842646,7.916991
2020,International NGO,Nepal,0.006093,0.006151
2020,Other public entities in donor country,"Africa, regional",0.431177,0.435265
2020,Banks (deposit taking corporations),"Bilateral, unspecified",0.306986,0.309896
2020,Central Government,Rwanda,2.474924,2.498385
2020,Banks (deposit taking corporations),Somalia,0.123737,0.12491
2020,Donor country-based NGO,Sudan,4.779187,4.824492
2020,International Bank for Reconstruction and Development,Nepal,1.15429,1.165232
2020,International Bank for Reconstruction and Development,Kenya,3.078107,3.107286
2020,International Institute for Environment and Development,"Bilateral, unspecified",0.215131,0.21717
2020,Other non-financial corporations,"Africa, regional",0.644101,0.650206
2020,European Union Institutions,Türkiye,2.637228,2.662228
2020,"University, college or other teaching institution, research institute or think-tank",Tanzania,0.161482,0.162682
2020,Other non-financial corporations,Pakistan,0.550226,0.555442
2020,Third Country Government (Delegated co-operation),Nepal,1.432528,1.446108
2020,Other non-financial corporations,Sierra Leone,0.197239,0.199109
2020,World Food Programme,West Bank and Gaza Strip,1.282545,1.294703
2020,Private Infrastructure Development Group,"America, regional",0.272188,0.274768
2020,International Bank for Reconstruction and Development,Jordan,25.650891,25.894051
2020,Central Government,India,227.920228,219.624048
2020,Donor country-based NGO,Timor-Leste,0.048568,0.0468
2020,Donor country-based NGO,Chad,0.251968,0.247097
2020,Donor country-based NGO,Mauritius,0.023892,0.023022
2020,Central Government,Wallis and Futuna,0.166644,0.160577
2020,Central Government,Togo,3.782969,3.702041
2020,Donor country-based NGO,Haiti,0.170087,0.18853
2020,Central Government,Mauritania,5.702582,5.495181
2020,Donor country-based NGO,Central African Republic,0.003207,0.003091
2020,Other public entities in donor country,Georgia,0.11396,0.109812
2020,Other public entities in donor country,Mauritius,0.025641,0.024708
2020,Donor country-based NGO,Gabon,0.008808,0.008488
2020,Recipient Government,Belarus,0.008253,0.008426
2020,Local Government,Tanzania,2.129926,2.174486
2020,Central Government,Haiti,0.000107,0.000109
2020,Developing country-based NGO,Morocco,0.017039,0.017396
2020,International Federation of Red Cross and Red Crescent Societies,Ecuador,0.069659,0.071117
2020,Donor country-based NGO,"North of Sahara, regional",0.01065,0.010872
2020,UN-Multi Partner Trust Fund Office,"Bilateral, unspecified",2.8754,2.935556
2020,Developing country-based NGO,Haiti,0.714063,0.729003
2020,Private sector in recipient country,Tanzania,0,0
2020,World Food Programme,Haiti,0.940362,0.960036
2020,World Food Programme,"South of Sahara, regional",31.248463,31.281718
2020,Private sector in provider country,Nepal,0.007455,0.007611
2020,International Labour Organisation - Regular Budget Supplementary Account,Senegal,1.139601,1.148916
2020,International Labour Organisation - Regular Budget Supplementary Account,Burkina Faso,1.139601,1.148916
2020,Developing country-based NGO,Democratic Republic of the Congo,1.014862,0.976696
2020,Developing country-based NGO,Kazakhstan,0.030455,0.029605
2020,Developing country-based NGO,Madagascar,0.529782,0.509859
2020,Central Government,Burkina Faso,0.065027,0.062581
2020,Developing country-based NGO,Cabo Verde,0.021258,0.020459
2020,Central Government,Djibouti,0.006212,0.005979
2020,Central Government,Lebanon,0.509294,0.490141
2020,Central Government,Sudan,0.252402,0.242911
2020,International Organisation for Migration,"South of Sahara, regional",0.232474,0.223732
2020,Central Government,"South of Sahara, regional",0.023713,0.022822
2020,Developing country-based NGO,Philippines,0.122303,0.117704
2020,Developing country-based NGO,Egypt,0.116615,0.112229
2020,Developing country-based NGO,Myanmar,0.072306,0.07236
2020,Central Government,Senegal,0.945429,1.058395
2020,Developing country-based NGO,Cuba,0.127327,0.122539
2020,Developing country-based NGO,Zambia,0.149804,0.14417
2020,Donor country-based NGO,States Ex-Yugoslavia unspecified,0,0
2020,Central Government,"Africa, regional",0,0
2020,Local Government,Montenegro,0.080684,0.077649
2020,Developing country-based NGO,Paraguay,0.133151,0.128143
2020,Developing country-based NGO,Honduras,0.033377,0.032121
2020,Developing country-based NGO,Chad,0.01255,0.012078
2020,Developing country-based NGO,Central African Republic,0.053777,0.051754
2020,Developing country-based NGO,Togo,0,0
2020,Developing country-based NGO,Côte d'Ivoire,0.02751,0.026475
2020,Developing country-based NGO,Bolivia,0.00893,0.008936
2020,United Nations Office of the High Commissioner for Refugees,Libya,1.794872,1.727372
2020,Central Government,Cabo Verde,0.001513,0.001502
2020,Central Government,Timor-Leste,0.048113,0.047504
2020,Central Government,Angola,0.003519,0.003475
2020,International Labour Organisation - Assessed Contributions,"South of Sahara, regional",1.641364,1.620603
2020,United Nations,"Bilateral, unspecified",0.015954,0.015753
2020,International NGO,"Middle East, regional",0.02849,0.02813
2020,Other public entities in donor country,Nepal,0.030741,0.029236
2020,Other public entities in donor country,Bolivia,0.189569,0.180291
2020,Other public entities in donor country,Bangladesh,0.061482,0.058473
2020,Central Government,Lao People's Democratic Republic,0,0
2020,Other public entities in donor country,Ecuador,0.292039,0.277746
2020,Other public entities in donor country,Honduras,0.174199,0.165673
2020,Other public entities in donor country,Jordan,0.030741,0.029236
2020,International Organisation for Migration,Central African Republic,1.743081,1.657769
2020,Other public entities in donor country,Senegal,0.046111,0.043854
2020,Other public entities in donor country,Tanzania,0.10247,0.097455
2020,Other public entities in donor country,Cameroon,0.056358,0.0536
2020,Other public entities in donor country,Viet Nam,0.207604,0.197443
2020,Other public entities in donor country,Tunisia,0.030741,0.029236
2020,Public-Private Partnerships (PPP),Jordan,0.297042,0.282504
2020,Other public entities in donor country,Rwanda,0.266422,0.253382
2020,Other public entities in donor country,Indonesia,0.030741,0.029236
2020,Other public entities in donor country,Morocco,0.163952,0.155928
2020,Other public entities in donor country,Mongolia,0.346974,0.329992
2020,Other public entities in donor country,Cambodia,0.10628,0.101078
2020,International Organisation for Migration,Viet Nam,0.439407,0.417901
2020,Other public entities in donor country,Uganda,0.122964,0.116946
2020,Other public entities in donor country,Paraguay,1.551798,1.475848
2020,United Nations Industrial Development Organisation,Iran,1,0.951057
2020,Other public entities in donor country,"Bilateral, unspecified",0.60163,0.572184
2020,Central Government,Myanmar,0,0
2020,Other public entities in donor country,Myanmar,0.040988,0.038982
2020,Other,Pakistan,0.058253,0.055402
2020,Other public entities in donor country,Ethiopia,0.122964,0.116946
2020,Other public entities in donor country,Dominican Republic,0.056358,0.0536
2020,Other public entities in donor country,Colombia,0.030741,0.029236
2020,Other public entities in donor country,Philippines,0.092223,0.087709
2020,Public-Private Partnerships (PPP),Cambodia,0.035302,0.033574
2020,Other public entities in donor country,Peru,0.087099,0.082836
2020,Other,Bangladesh,0.058252,0.055401
2020,Private sector in recipient country,Mali,0,0
2020,Private sector in provider country,"Caribbean, regional",6.609716,7.399484
2020,Public-Private Partnerships (PPP),Brazil,0,0
2020,Public-Private Partnerships (PPP) and Networks,Honduras,0.068545,0.076735
2020,Private sector in recipient country,Zimbabwe,0,0
2020,Private sector in provider country,Egypt,0.397608,0.445117
2020,World Health Organisation - assessed contributions,"Bilateral, unspecified",3.593815,4.023225
2020,International Organisation for Migration,Zimbabwe,0,0
2020,Private sector in recipient country,Armenia,0.084991,0.095146
2020,Private sector in provider country,Mali,0,0
2020,Private sector in provider country,Uganda,0.005473,0.006127
2020,International Organisation for Migration,Colombia,13.064654,14.625696
2020,Central Government,Madagascar,0.405321,0.453752
2020,Private sector in recipient country,Jordan,1.335601,1.495186
2020,Private sector in recipient country,Sudan,0.041784,0.046777
2020,Central Government,Benin,0.132867,0.148743
2020,Private sector in provider country,Armenia,0.244359,0.273557
2020,Private sector in recipient country,Haiti,0,0
2020,Private sector in recipient country,Sierra Leone,1e-06,1e-06
2020,International NGO,Armenia,0.257686,0.288476
2020,Private sector in provider country,Viet Nam,0,0
2020,Central Government,Uganda,0.830071,0.929253
2020,International NGO,Rwanda,0.04454,0.049862
2020,World Food Programme,Egypt,0,0
2020,Private sector in provider country,Serbia,0.131675,0.147408
2020,"University, college or other teaching institution, research institute or think-tank",Georgia,1.217903,1.361899
2020,Private sector in recipient country,Liberia,0.00315,0.003526
2020,Private sector in provider country,Ghana,0.22,0.246287
2020,Private sector in provider country,Madagascar,0.13895,0.155553
2020,"University, college or other teaching institution, research institute or think-tank",Egypt,1.149745,1.287123
2020,International NGO,Sierra Leone,0.392,0.438838
2020,Central Government,Nepal,1.050527,1.17605
2020,Private sector in provider country,Zimbabwe,0,0
2020,Private sector in recipient country,Dominican Republic,0.00258,0.002888
2020,Private sector in provider country,Haiti,0.147722,0.165372
2020,Private sector in provider country,Guinea,0.100684,0.112714
2020,Private sector in provider country,Jordan,0.030403,0.034036
2020,Private sector in provider country,Indonesia,0,0
2020,Private sector in provider country,Malawi,1.09419,1.22493
2020,Private sector in recipient country,Guatemala,0.089955,0.100704
2020,Private sector in recipient country,Argentina,0.02,0.02239
2020,Private sector in recipient country,Belarus,0.095025,0.106379
2020,Central Government,Mali,0,0
2020,Organisation of Eastern Caribbean States,"Caribbean, regional",0.066187,0.074095
2020,Private sector in recipient country,Jamaica,0.000887,0.000993
2020,Private sector in provider country,South Africa,0.327,0.366072
2020,International NGO,Jamaica,0.01,0.011195
2020,International NGO,Egypt,0,0
2020,Private sector in provider country,Nicaragua,0.568413,0.63633
2020,United Nations Office of the High Commissioner for Refugees,Dominican Republic,0.234065,0.262032
2020,Private sector in provider country,Jamaica,0,0
2020,Central Government,Viet Nam,0.030415,0.034049
2020,United Nations Development Programme,Pakistan,0.928999,1.040001
2020,Private sector in recipient country,Sri Lanka,0,0
2020,Private sector in recipient country,Benin,0,0
2020,International Organisation for Migration,Moldova,0.05607,0.06277
2020,Donor country-based NGO,Jamaica,0.0144,0.016121
2020,Private sector in recipient country,Viet Nam,0.9519,1.065639
2020,Private sector in provider country,Rwanda,0.115367,0.129152
2020,Recipient Government,Grenada,0,0
2020,Private sector in recipient country,Nepal,0.155894,0.174521
2020,Other multilateral institutions,Benin,0.047934,0.053661
2020,Developing country-based NGO,Burundi,0.005932,0.005937
2020,"University, college or other teaching institution, research institute or think-tank",Philippines,0.13607,0.136172
2020,Public corporations,Malawi,3.960668,3.963658
2020,Developing country-based NGO,South Sudan,0.006934,0.00694
2020,Donor country-based NGO,"Central Asia, regional",0.365641,0.365917
2020,Public corporations,"Bilateral, unspecified",10.244921,10.252655
2020,Public corporations,India,5.681354,5.685644
2020,Public corporations,Serbia,1.403226,1.404285
2020,Central Government,South Africa,1.061192,1.061993
2020,"University, college or other teaching institution, research institute or think-tank",Moldova,0.162937,0.16306
2020,Public corporations,Somalia,0,0
2020,Donor country-based NGO,Guinea-Bissau,0.073846,0.073902
2020,Donor country-based NGO,Tajikistan,0.34188,0.342138
2020,"University, college or other teaching institution, research institute or think-tank",Morocco,0.111633,0.111717
2020,"University, college or other teaching institution, research institute or think-tank",Kosovo,0.296296,0.29652
2020,Public corporations,Bangladesh,0.560605,0.561028
2020,Public corporations,Indonesia,1.311825,1.312816
2020,World Bank Group (WB),"South of Sahara, regional",91.168091,91.236915
2020,Public corporations,Pakistan,1.084245,1.085064
2020,Public corporations,Ukraine,0.7767,0.777287
2020,Donor country-based NGO,Iraq,1.328779,1.329783
2020,"University, college or other teaching institution, research institute or think-tank",Serbia,0.160794,0.160915
2020,Public corporations,Kyrgyzstan,1.583524,1.584719
2020,"University, college or other teaching institution, research institute or think-tank",Bosnia and Herzegovina,0.18917,0.189313
2020,"University, college or other teaching institution, research institute or think-tank",Belarus,0.052516,0.052556
2020,Public corporations,Viet Nam,1.342026,1.34304
2020,"University, college or other teaching institution, research institute or think-tank",Iraq,0.333378,0.33363
2020,Recipient Government,Ukraine,264.55194,271.930805
2020,"University, college or other teaching institution, research institute or think-tank",Togo,0.052969,0.053009
2020,"University, college or other teaching institution, research institute or think-tank",Sierra Leone,0.022601,0.022618
2020,Recipient Government,Congo,12.463145,12.810768
2020,Donor country-based NGO,Algeria,0.002344,0.002345
2020,Donor country-based NGO,"South Asia, regional",1.02186,1.022631
2020,Public corporations,Cambodia,2.761672,2.763757
2020,Donor country-based NGO,Kyrgyzstan,0.203777,0.20393
2020,Developing country-based NGO,Niger,0.010749,0.010757
2020,Public corporations,"Asia, regional",0.000234,0.000234
2020,Central Government,Costa Rica,0.00393,0.003932
2020,Recipient Government,Angola,15.472228,15.903777
2020,Recipient Government,Togo,42.576043,43.763571
2020,Recipient Government,"Eastern Africa, regional",0.133833,0.137566
2020,Recipient Government,Central African Republic,9.073393,9.326469
2020,Recipient Government,Djibouti,8.374044,8.607612
2020,Recipient Government,"Western Africa, regional",0.047594,0.048922
2020,Recipient Government,Guinea-Bissau,2.941694,3.023744
2020,Recipient Government,Haiti,1.584859,1.629065
2020,Recipient Government,Chad,11.043045,11.351057
2020,Food and Agricultural Organisation,"Africa, regional",2.629247,2.702582
2020,Food and Agricultural Organisation,"America, regional",1.283559,1.319359
2020,Food and Agricultural Organisation,"Asia, regional",0.230668,0.237102
2020,Food and Agricultural Organisation,"Bilateral, unspecified",0.859304,0.883272
2020,Food and Agricultural Organisation,"Europe, regional",0.020545,0.021118
2020,Food and Agricultural Organisation,"Central America, regional",0.089424,0.091918
2021,Economic Commission for Africa,"Africa, regional",0,0
2021,Donor country-based NGO,Liberia,2.704061,2.898526
2021,Recipient Government,Tanzania,53.697587,53.502393
2021,"United Nations Educational, Scientific and Cultural Organisation",Mozambique,0.174591,0.199843
2021,Donor country-based NGO,Somalia,2.437745,2.380034
2021,Donor country-based NGO,Zimbabwe,0.683162,0.652939
2021,Donor country-based NGO,Guatemala,0.127875,0.138467
2021,Donor country-based NGO,Ethiopia,2.278735,2.167283
